ano;semana_epidemiologica;fecha_inicio_semana_epidemiologica;grupo_etario;departamento_residencia;n_notificaciones;n_confirmados_probables_fis;n_confirmados_por_laboratorio;n_internados_fecha_internacion;n_internados_uti_fecha_internacion;n_fallecidos_confirmados_por_laboratorio
2022;27;2022-07-03;[40,50);COMUNA 15;1;0;0;0;0;0
2022;28;2022-07-10;[40,50);COMUNA 15;1;0;0;0;0;0
2022;28;2022-07-10;[20,30);COMUNA 5;1;0;0;0;0;0
2022;28;2022-07-10;[40,50);COMUNA 7;1;0;0;0;0;0
2022;31;2022-07-31;[30,40);COMUNA 6;1;0;0;0;0;0
2022;31;2022-07-31;[50,60);SIN DATOS;1;0;0;0;0;0
2022;32;2022-08-07;[60,70);COMUNA 11;1;0;0;0;0;0
2022;33;2022-08-14;[20,30);COMUNA 4;1;0;0;0;0;0
2022;36;2022-09-04;[60,70);COMUNA 4;1;0;0;0;0;0
2022;37;2022-09-11;[30,40);COMUNA 6;1;0;0;0;0;0
2022;38;2022-09-18;[50,60);COMUNA 1;1;0;0;0;0;0
2022;38;2022-09-18;[0,10);COMUNA 11;1;0;0;0;0;0
2022;38;2022-09-18;[20,30);COMUNA 14;1;0;0;0;0;0
2022;39;2022-09-25;[20,30);COMUNA 10;1;0;0;0;0;0
2022;39;2022-09-25;[60,70);COMUNA 14;1;0;0;0;0;0
2022;39;2022-09-25;[30,40);COMUNA 2;1;0;0;0;0;0
2022;39;2022-09-25;[30,40);COMUNA 5;1;0;0;0;0;0
2022;39;2022-09-25;[10,20);COMUNA 6;1;0;0;0;0;0
2022;39;2022-09-25;[10,20);COMUNA 8;1;0;0;0;0;0
2022;39;2022-09-25;[10,20);COMUNA 9;1;0;0;0;0;0
2022;41;2022-10-09;[50,60);COMUNA 10;1;0;0;0;0;0
2022;42;2022-10-16;[30,40);COMUNA 14;1;0;0;0;0;0
2022;42;2022-10-16;[20,30);COMUNA 5;1;0;0;0;0;0
2022;42;2022-10-16;[30,40);COMUNA 5;1;0;0;0;0;0
2022;44;2022-10-30;[30,40);COMUNA 1;1;0;0;0;0;0
2022;44;2022-10-30;[30,40);COMUNA 14;1;0;0;0;0;0
2022;44;2022-10-30;[10,20);COMUNA 5;1;0;0;0;0;0
2022;45;2022-11-06;[30,40);COMUNA 14;1;0;0;0;0;0
2022;45;2022-11-06;[40,50);COMUNA 5;1;0;0;0;0;0
2022;45;2022-11-06;[20,30);COMUNA 7;1;0;0;0;0;0
2022;45;2022-11-06;[0,10);SIN DATOS;1;0;0;0;0;0
2022;45;2022-11-06;[20,30);SIN DATOS;1;0;0;0;0;0
2022;46;2022-11-13;[20,30);COMUNA 14;1;0;0;0;0;0
2022;46;2022-11-13;[30,40);COMUNA 5;1;0;0;0;0;0
2022;46;2022-11-13;[20,30);COMUNA 7;1;0;0;0;0;0
2022;46;2022-11-13;[40,50);SIN DATOS;1;0;0;0;0;0
2022;47;2022-11-20;[20,30);COMUNA 7;1;0;0;0;0;0
2022;47;2022-11-20;[0,10);SIN DATOS;1;0;0;0;0;0
2022;48;2022-11-27;[40,50);COMUNA 13;1;1;1;0;0;0
2022;48;2022-11-27;[50,60);COMUNA 14;0;1;1;0;0;0
2022;48;2022-11-27;[40,50);COMUNA 2;1;0;0;0;0;0
2022;48;2022-11-27;[10,20);COMUNA 4;1;0;0;0;0;0
2022;48;2022-11-27;[10,20);SIN DATOS;1;0;0;0;0;0
2022;49;2022-12-04;[10,20);COMUNA 13;1;0;0;0;0;0
2022;49;2022-12-04;[40,50);COMUNA 13;1;0;0;0;0;0
2022;49;2022-12-04;[50,60);COMUNA 13;1;0;0;0;0;0
2022;49;2022-12-04;[50,60);COMUNA 14;1;0;0;0;0;0
2022;50;2022-12-11;[0,10);COMUNA 11;1;0;0;0;0;0
2022;50;2022-12-11;[40,50);COMUNA 13;2;0;0;0;0;0
2022;50;2022-12-11;[20,30);COMUNA 5;1;0;0;0;0;0
2022;50;2022-12-11;[30,40);COMUNA 6;1;0;0;0;0;0
2022;50;2022-12-11;[10,20);COMUNA 8;1;0;0;0;0;0
2022;51;2022-12-18;[20,30);COMUNA 1;1;0;0;0;0;0
2022;51;2022-12-18;[30,40);COMUNA 1;1;0;0;0;0;0
2022;52;2022-12-25;[20,30);COMUNA 1;1;0;0;0;0;0
2022;52;2022-12-25;[30,40);COMUNA 1;2;0;0;0;0;0
2022;52;2022-12-25;[10,20);COMUNA 10;1;0;0;0;0;0
2022;52;2022-12-25;[30,40);COMUNA 10;1;0;0;0;0;0
2022;52;2022-12-25;[20,30);COMUNA 13;1;0;0;0;0;0
2022;52;2022-12-25;[50,60);COMUNA 7;1;0;0;0;0;0
2022;52;2022-12-25;[10,20);COMUNA 8;1;0;0;0;0;0
2022;52;2022-12-25;[30,40);SIN DATOS;1;0;0;0;0;0
2023;1;2023-01-01;[60,70);COMUNA 11;0;1;1;0;0;0
2023;1;2023-01-01;[0,10);COMUNA 12;0;1;1;0;0;0
2023;1;2023-01-01;[30,40);COMUNA 13;1;0;0;0;0;0
2023;1;2023-01-01;[30,40);COMUNA 14;1;0;0;0;0;0
2023;1;2023-01-01;[10,20);COMUNA 15;0;0;0;1;0;0
2023;1;2023-01-01;[20,30);COMUNA 15;0;2;2;0;0;0
2023;1;2023-01-01;[30,40);COMUNA 15;0;1;1;0;0;0
2023;1;2023-01-01;[50,60);COMUNA 15;0;1;1;0;0;0
2023;1;2023-01-01;[0,10);COMUNA 2;1;0;0;0;0;0
2023;1;2023-01-01;[50,60);COMUNA 2;1;0;0;0;0;0
2023;1;2023-01-01;[30,40);COMUNA 3;1;0;0;0;0;0
2023;1;2023-01-01;[40,50);COMUNA 3;1;1;1;0;0;0
2023;1;2023-01-01;[0,10);COMUNA 4;0;1;1;0;0;0
2023;1;2023-01-01;[20,30);COMUNA 4;0;1;1;0;0;0
2023;1;2023-01-01;[10,20);COMUNA 5;0;1;1;0;0;0
2023;1;2023-01-01;[50,60);COMUNA 5;0;1;1;0;0;0
2023;1;2023-01-01;[40,50);COMUNA 6;0;1;1;0;0;0
2023;1;2023-01-01;[10,20);COMUNA 8;1;0;0;0;0;0
2023;1;2023-01-01;[30,40);COMUNA 8;0;1;1;0;0;0
2023;1;2023-01-01;[50,60);COMUNA 9;0;1;1;0;0;0
2023;2;2023-01-08;[40,50);COMUNA 1;1;0;0;0;0;0
2023;2;2023-01-08;[0,10);COMUNA 11;1;0;0;0;0;0
2023;2;2023-01-08;[40,50);COMUNA 13;1;1;1;0;0;0
2023;2;2023-01-08;[60,70);COMUNA 14;0;1;0;0;0;0
2023;2;2023-01-08;[0,10);COMUNA 15;1;0;0;0;0;0
2023;2;2023-01-08;[10,20);COMUNA 4;1;0;0;0;0;0
2023;2;2023-01-08;[20,30);COMUNA 4;1;0;0;0;0;0
2023;2;2023-01-08;[30,40);COMUNA 4;1;0;0;0;0;0
2023;2;2023-01-08;[40,50);COMUNA 4;1;0;0;0;0;0
2023;2;2023-01-08;[50,60);COMUNA 5;1;0;0;1;1;0
2023;2;2023-01-08;[20,30);COMUNA 6;1;0;0;0;0;0
2023;2;2023-01-08;[20,30);COMUNA 7;2;0;0;0;0;0
2023;2;2023-01-08;[20,30);COMUNA 8;1;0;0;0;0;0
2023;2;2023-01-08;[40,50);COMUNA 8;1;0;0;0;0;0
2023;2;2023-01-08;[0,10);COMUNA 9;2;0;0;0;0;0
2023;2;2023-01-08;[40,50);COMUNA 9;0;1;1;0;0;0
2023;2;2023-01-08;[0,10);SIN DATOS;0;1;0;0;0;0
2023;3;2023-01-15;[30,40);COMUNA 1;1;0;0;0;0;0
2023;3;2023-01-15;[50,60);COMUNA 1;1;0;0;0;0;0
2023;3;2023-01-15;[20,30);COMUNA 10;1;0;0;0;0;0
2023;3;2023-01-15;[50,60);COMUNA 11;0;1;1;0;0;0
2023;3;2023-01-15;[10,20);COMUNA 4;1;0;0;0;0;0
2023;3;2023-01-15;[0,10);COMUNA 7;1;0;0;0;0;0
2023;3;2023-01-15;[20,30);COMUNA 7;1;0;0;0;0;0
2023;3;2023-01-15;[40,50);COMUNA 7;1;0;0;0;0;0
2023;3;2023-01-15;[50,60);COMUNA 7;1;0;0;0;0;0
2023;3;2023-01-15;[30,40);COMUNA 8;1;0;0;0;0;0
2023;3;2023-01-15;[40,50);COMUNA 9;0;0;0;1;0;0
2023;3;2023-01-15;[30,40);SIN DATOS;1;0;0;0;0;0
2023;4;2023-01-22;[10,20);COMUNA 10;2;0;0;0;0;0
2023;4;2023-01-22;[40,50);COMUNA 10;1;0;0;0;0;0
2023;4;2023-01-22;[70,80);COMUNA 10;1;0;0;0;0;0
2023;4;2023-01-22;[40,50);COMUNA 11;0;1;1;0;0;0
2023;4;2023-01-22;[50,60);COMUNA 11;1;0;0;0;0;0
2023;4;2023-01-22;[70,80);COMUNA 12;1;0;0;0;0;0
2023;4;2023-01-22;[60,70);COMUNA 3;1;0;0;0;0;0
2023;4;2023-01-22;[60,70);COMUNA 4;1;0;0;0;0;0
2023;4;2023-01-22;[30,40);COMUNA 7;0;1;1;0;0;0
2023;4;2023-01-22;[40,50);COMUNA 7;1;0;0;0;0;0
2023;4;2023-01-22;[20,30);COMUNA 8;1;0;0;0;0;0
2023;4;2023-01-22;[10,20);COMUNA 9;1;0;0;0;0;0
2023;4;2023-01-22;[30,40);COMUNA 9;1;0;0;0;0;0
2023;4;2023-01-22;[40,50);COMUNA 9;1;0;0;0;0;0
2023;4;2023-01-22;[50,60);COMUNA 9;1;0;0;0;0;0
2023;4;2023-01-22;[30,40);SIN DATOS;2;0;0;0;0;0
2023;5;2023-01-29;[0,10);COMUNA 1;0;1;0;0;0;0
2023;5;2023-01-29;[20,30);COMUNA 1;1;0;0;0;0;0
2023;5;2023-01-29;[50,60);COMUNA 1;0;1;1;0;0;0
2023;5;2023-01-29;[30,40);COMUNA 11;0;1;0;0;0;0
2023;5;2023-01-29;[40,50);COMUNA 11;2;2;1;0;0;0
2023;5;2023-01-29;[70,80);COMUNA 11;0;1;1;0;0;0
2023;5;2023-01-29;[20,30);COMUNA 13;1;0;0;0;0;0
2023;5;2023-01-29;[50,60);COMUNA 13;1;0;0;0;0;0
2023;5;2023-01-29;[30,40);COMUNA 3;0;1;1;0;0;0
2023;5;2023-01-29;[40,50);COMUNA 3;1;0;0;0;0;0
2023;5;2023-01-29;[30,40);COMUNA 4;2;1;1;0;0;0
2023;5;2023-01-29;[40,50);COMUNA 4;0;1;1;0;0;0
2023;5;2023-01-29;[50,60);COMUNA 4;1;0;0;0;0;0
2023;5;2023-01-29;[20,30);COMUNA 6;1;0;0;0;0;0
2023;5;2023-01-29;[0,10);COMUNA 7;0;1;1;0;0;0
2023;5;2023-01-29;[30,40);COMUNA 7;1;1;1;0;0;0
2023;5;2023-01-29;[40,50);COMUNA 7;1;2;1;0;0;0
2023;5;2023-01-29;[20,30);COMUNA 8;1;0;0;0;0;0
2023;5;2023-01-29;[30,40);COMUNA 8;2;0;0;0;0;0
2023;5;2023-01-29;[20,30);COMUNA 9;0;1;1;0;0;0
2023;5;2023-01-29;[40,50);COMUNA 9;1;0;0;0;0;0
2023;5;2023-01-29;[50,60);COMUNA 9;0;1;1;0;0;0
2023;5;2023-01-29;[60,70);COMUNA 9;0;1;1;0;0;0
2023;5;2023-01-29;[30,40);SIN DATOS;1;0;0;0;0;0
2023;6;2023-02-05;[10,20);COMUNA 1;0;1;1;0;0;0
2023;6;2023-02-05;[40,50);COMUNA 1;0;1;1;0;0;0
2023;6;2023-02-05;[10,20);COMUNA 10;0;1;1;0;0;0
2023;6;2023-02-05;[60,70);COMUNA 10;1;0;0;0;0;0
2023;6;2023-02-05;[70,80);COMUNA 10;0;1;1;0;0;0
2023;6;2023-02-05;[20,30);COMUNA 11;1;0;0;0;0;0
2023;6;2023-02-05;[30,40);COMUNA 11;2;0;0;0;0;0
2023;6;2023-02-05;[40,50);COMUNA 11;1;0;0;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 11;1;0;0;0;0;0
2023;6;2023-02-05;[60,70);COMUNA 11;0;1;1;0;0;0
2023;6;2023-02-05;[70,80);COMUNA 11;1;0;0;1;0;0
2023;6;2023-02-05;[40,50);COMUNA 12;0;1;0;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 12;1;0;0;0;0;0
2023;6;2023-02-05;[60,70);COMUNA 12;0;1;0;0;0;0
2023;6;2023-02-05;[0,10);COMUNA 13;1;0;0;0;0;0
2023;6;2023-02-05;[20,30);COMUNA 14;1;0;0;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 14;1;0;0;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 15;1;0;0;0;0;0
2023;6;2023-02-05;[20,30);COMUNA 2;2;0;0;0;0;0
2023;6;2023-02-05;[30,40);COMUNA 2;0;1;1;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 3;1;0;0;0;0;0
2023;6;2023-02-05;[0,10);COMUNA 4;1;0;0;0;0;0
2023;6;2023-02-05;[10,20);COMUNA 4;0;1;0;0;0;0
2023;6;2023-02-05;[20,30);COMUNA 4;2;0;0;0;0;0
2023;6;2023-02-05;[30,40);COMUNA 4;1;0;0;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 4;1;0;0;0;0;0
2023;6;2023-02-05;[60,70);COMUNA 4;2;0;0;0;0;0
2023;6;2023-02-05;[40,50);COMUNA 5;1;0;0;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 6;1;0;0;0;0;0
2023;6;2023-02-05;[0,10);COMUNA 7;2;0;0;0;0;0
2023;6;2023-02-05;[10,20);COMUNA 7;0;2;1;0;0;0
2023;6;2023-02-05;[30,40);COMUNA 7;2;1;1;0;0;0
2023;6;2023-02-05;[40,50);COMUNA 7;1;1;1;0;0;0
2023;6;2023-02-05;[0,10);COMUNA 8;1;0;0;0;0;0
2023;6;2023-02-05;[30,40);COMUNA 8;1;0;0;0;0;0
2023;6;2023-02-05;[40,50);COMUNA 8;2;0;0;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 8;1;0;0;0;0;0
2023;6;2023-02-05;[0,10);COMUNA 9;0;1;1;0;0;0
2023;6;2023-02-05;[20,30);COMUNA 9;1;1;1;0;0;0
2023;6;2023-02-05;[40,50);COMUNA 9;1;0;0;0;0;0
2023;6;2023-02-05;[50,60);COMUNA 9;1;1;1;0;0;0
2023;6;2023-02-05;[60,70);COMUNA 9;1;0;0;0;0;0
2023;6;2023-02-05;[10,20);SIN DATOS;1;0;0;0;0;0
2023;6;2023-02-05;[50,60);SIN DATOS;2;0;0;0;0;0
2023;6;2023-02-05;[70,80);SIN DATOS;1;0;0;0;0;0
2023;7;2023-02-12;[0,10);COMUNA 1;2;0;0;0;0;0
2023;7;2023-02-12;[10,20);COMUNA 1;3;0;0;0;0;0
2023;7;2023-02-12;[30,40);COMUNA 1;0;1;0;0;0;0
2023;7;2023-02-12;[40,50);COMUNA 1;1;0;0;1;0;0
2023;7;2023-02-12;[50,60);COMUNA 1;1;0;0;0;0;0
2023;7;2023-02-12;[60,70);COMUNA 1;1;0;0;0;0;0
2023;7;2023-02-12;[40,50);COMUNA 10;1;0;0;0;0;0
2023;7;2023-02-12;[50,60);COMUNA 10;1;0;0;0;0;0
2023;7;2023-02-12;[70,80);COMUNA 10;1;0;0;0;0;0
2023;7;2023-02-12;[20,30);COMUNA 11;2;2;2;0;0;0
2023;7;2023-02-12;[50,60);COMUNA 11;1;0;0;0;0;0
2023;7;2023-02-12;[60,70);COMUNA 11;3;2;2;0;0;0
2023;7;2023-02-12;[70,80);COMUNA 11;2;2;2;0;0;0
2023;7;2023-02-12;[0,10);COMUNA 12;1;0;0;0;0;0
2023;7;2023-02-12;[20,30);COMUNA 12;1;0;0;0;0;0
2023;7;2023-02-12;[50,60);COMUNA 12;0;1;0;0;0;0
2023;7;2023-02-12;[20,30);COMUNA 14;1;0;0;0;0;0
2023;7;2023-02-12;[60,70);COMUNA 14;1;0;0;0;0;0
2023;7;2023-02-12;[10,20);COMUNA 15;1;0;0;0;0;0
2023;7;2023-02-12;[20,30);COMUNA 2;1;0;0;0;0;0
2023;7;2023-02-12;[30,40);COMUNA 2;2;0;0;0;0;0
2023;7;2023-02-12;[50,60);COMUNA 2;1;0;0;0;0;0
2023;7;2023-02-12;[30,40);COMUNA 3;1;0;0;0;0;0
2023;7;2023-02-12;[40,50);COMUNA 3;1;1;0;0;0;0
2023;7;2023-02-12;[50,60);COMUNA 3;1;0;0;0;0;0
2023;7;2023-02-12;[60,70);COMUNA 3;1;0;0;0;0;0
2023;7;2023-02-12;[0,10);COMUNA 4;2;0;0;0;0;0
2023;7;2023-02-12;[10,20);COMUNA 4;2;0;0;0;0;0
2023;7;2023-02-12;[20,30);COMUNA 4;2;0;0;0;0;0
2023;7;2023-02-12;[30,40);COMUNA 4;2;0;0;0;0;0
2023;7;2023-02-12;[40,50);COMUNA 4;5;0;0;0;0;0
2023;7;2023-02-12;[80,90);COMUNA 4;1;0;0;0;0;0
2023;7;2023-02-12;[0,10);COMUNA 5;1;0;0;0;0;0
2023;7;2023-02-12;[30,40);COMUNA 5;1;1;0;0;0;0
2023;7;2023-02-12;[40,50);COMUNA 5;1;0;0;0;0;0
2023;7;2023-02-12;[50,60);COMUNA 6;1;0;0;0;0;0
2023;7;2023-02-12;[70,80);COMUNA 6;1;0;0;0;0;0
2023;7;2023-02-12;[10,20);COMUNA 7;3;0;0;1;0;0
2023;7;2023-02-12;[20,30);COMUNA 7;1;0;0;0;0;0
2023;7;2023-02-12;[30,40);COMUNA 7;2;1;1;0;0;0
2023;7;2023-02-12;[40,50);COMUNA 7;2;1;1;0;0;0
2023;7;2023-02-12;[50,60);COMUNA 7;0;1;1;0;0;0
2023;7;2023-02-12;[20,30);COMUNA 8;2;0;0;0;0;0
2023;7;2023-02-12;[30,40);COMUNA 8;0;1;1;0;0;0
2023;7;2023-02-12;[40,50);COMUNA 8;0;1;1;0;0;0
2023;7;2023-02-12;[60,70);COMUNA 8;1;2;2;0;0;0
2023;7;2023-02-12;[70,80);COMUNA 8;1;0;0;0;0;0
2023;7;2023-02-12;[80,90);COMUNA 8;1;0;0;0;0;0
2023;7;2023-02-12;[0,10);COMUNA 9;1;0;0;0;0;0
2023;7;2023-02-12;[10,20);COMUNA 9;0;3;2;0;0;0
2023;7;2023-02-12;[20,30);COMUNA 9;1;3;3;0;0;0
2023;7;2023-02-12;[30,40);COMUNA 9;2;1;1;0;0;0
2023;7;2023-02-12;[40,50);COMUNA 9;0;2;1;0;0;0
2023;7;2023-02-12;[50,60);COMUNA 9;1;2;2;0;0;0
2023;7;2023-02-12;[60,70);COMUNA 9;0;2;1;0;0;0
2023;7;2023-02-12;[90,100);COMUNA 9;0;1;0;0;0;0
2023;7;2023-02-12;[0,10);SIN DATOS;1;0;0;0;0;0
2023;7;2023-02-12;[20,30);SIN DATOS;1;0;0;0;0;0
2023;7;2023-02-12;[40,50);SIN DATOS;1;0;0;0;0;0
2023;7;2023-02-12;[50,60);SIN DATOS;2;0;0;0;0;0
2023;8;2023-02-19;[20,30);COMUNA 1;1;2;1;0;0;0
2023;8;2023-02-19;[30,40);COMUNA 1;2;1;1;0;0;0
2023;8;2023-02-19;[50,60);COMUNA 1;1;1;1;0;0;0
2023;8;2023-02-19;[0,10);COMUNA 10;1;0;0;0;0;0
2023;8;2023-02-19;[20,30);COMUNA 10;1;0;0;0;0;0
2023;8;2023-02-19;[40,50);COMUNA 10;0;1;1;0;0;0
2023;8;2023-02-19;[60,70);COMUNA 10;0;1;1;0;0;0
2023;8;2023-02-19;[10,20);COMUNA 11;0;2;2;0;0;0
2023;8;2023-02-19;[20,30);COMUNA 11;4;0;0;0;0;0
2023;8;2023-02-19;[30,40);COMUNA 11;0;1;1;0;0;0
2023;8;2023-02-19;[40,50);COMUNA 11;3;2;2;0;0;0
2023;8;2023-02-19;[60,70);COMUNA 11;1;1;1;0;0;0
2023;8;2023-02-19;[70,80);COMUNA 11;0;0;0;2;0;0
2023;8;2023-02-19;[40,50);COMUNA 12;2;0;0;0;0;0
2023;8;2023-02-19;[60,70);COMUNA 12;1;0;0;0;0;0
2023;8;2023-02-19;[10,20);COMUNA 13;1;0;0;0;0;0
2023;8;2023-02-19;[30,40);COMUNA 13;1;0;0;0;0;0
2023;8;2023-02-19;[20,30);COMUNA 14;0;1;0;0;0;0
2023;8;2023-02-19;[40,50);COMUNA 14;1;1;1;0;0;0
2023;8;2023-02-19;[30,40);COMUNA 15;1;1;1;0;0;0
2023;8;2023-02-19;[50,60);COMUNA 15;2;1;1;0;0;0
2023;8;2023-02-19;[60,70);COMUNA 15;2;0;0;0;0;0
2023;8;2023-02-19;[80,90);COMUNA 15;1;1;1;0;0;0
2023;8;2023-02-19;[20,30);COMUNA 2;1;0;0;0;0;0
2023;8;2023-02-19;[50,60);COMUNA 2;0;1;0;0;0;0
2023;8;2023-02-19;[10,20);COMUNA 3;1;1;1;0;0;0
2023;8;2023-02-19;[20,30);COMUNA 3;1;0;0;0;0;0
2023;8;2023-02-19;[40,50);COMUNA 3;1;0;0;0;0;0
2023;8;2023-02-19;[80,90);COMUNA 3;1;0;0;0;0;0
2023;8;2023-02-19;[0,10);COMUNA 4;2;0;0;0;0;0
2023;8;2023-02-19;[10,20);COMUNA 4;1;1;1;1;0;0
2023;8;2023-02-19;[30,40);COMUNA 4;1;0;0;0;0;0
2023;8;2023-02-19;[40,50);COMUNA 4;1;0;0;0;0;0
2023;8;2023-02-19;[50,60);COMUNA 4;3;1;1;0;0;0
2023;8;2023-02-19;[30,40);COMUNA 5;1;0;0;0;0;0
2023;8;2023-02-19;[50,60);COMUNA 6;1;0;0;0;0;0
2023;8;2023-02-19;[20,30);COMUNA 7;2;2;1;0;0;0
2023;8;2023-02-19;[30,40);COMUNA 7;3;1;1;0;0;0
2023;8;2023-02-19;[40,50);COMUNA 7;2;1;1;0;0;0
2023;8;2023-02-19;[50,60);COMUNA 7;2;0;0;0;0;0
2023;8;2023-02-19;[60,70);COMUNA 7;3;0;0;0;0;0
2023;8;2023-02-19;[80,90);COMUNA 7;1;0;0;0;0;0
2023;8;2023-02-19;[10,20);COMUNA 8;2;0;0;0;0;0
2023;8;2023-02-19;[30,40);COMUNA 8;2;1;1;0;0;0
2023;8;2023-02-19;[40,50);COMUNA 8;1;0;0;0;0;0
2023;8;2023-02-19;[60,70);COMUNA 8;3;0;0;0;0;0
2023;8;2023-02-19;[10,20);COMUNA 9;6;2;2;0;0;0
2023;8;2023-02-19;[20,30);COMUNA 9;6;9;7;2;0;0
2023;8;2023-02-19;[30,40);COMUNA 9;1;4;2;1;0;0
2023;8;2023-02-19;[40,50);COMUNA 9;5;2;1;1;0;0
2023;8;2023-02-19;[50,60);COMUNA 9;3;4;4;0;0;0
2023;8;2023-02-19;[60,70);COMUNA 9;2;1;1;0;0;0
2023;8;2023-02-19;[0,10);SIN DATOS;1;0;0;0;0;0
2023;8;2023-02-19;[10,20);SIN DATOS;1;1;1;0;0;0
2023;8;2023-02-19;[20,30);SIN DATOS;0;1;1;0;0;0
2023;8;2023-02-19;[30,40);SIN DATOS;2;0;0;0;0;0
2023;8;2023-02-19;[50,60);SIN DATOS;1;1;1;0;0;0
2023;8;2023-02-19;[70,80);SIN DATOS;0;1;0;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 1;2;2;2;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 1;0;2;2;0;0;0
2023;9;2023-02-26;[40,50);COMUNA 1;1;0;0;0;0;0
2023;9;2023-02-26;[60,70);COMUNA 1;1;0;0;0;0;0
2023;9;2023-02-26;[10,20);COMUNA 10;1;1;1;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 10;1;2;1;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 10;3;1;1;0;0;0
2023;9;2023-02-26;[40,50);COMUNA 10;1;3;2;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 10;1;1;0;0;0;0
2023;9;2023-02-26;[60,70);COMUNA 10;2;1;1;0;0;0
2023;9;2023-02-26;[10,20);COMUNA 11;2;0;0;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 11;1;0;0;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 11;1;2;1;0;0;0
2023;9;2023-02-26;[40,50);COMUNA 11;2;2;2;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 11;1;2;1;0;0;0
2023;9;2023-02-26;[60,70);COMUNA 11;4;1;1;0;0;0
2023;9;2023-02-26;[70,80);COMUNA 11;0;1;0;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 12;3;0;0;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 12;1;1;1;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 12;2;1;1;1;0;0
2023;9;2023-02-26;[60,70);COMUNA 12;1;0;0;0;0;0
2023;9;2023-02-26;[10,20);COMUNA 13;0;1;1;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 13;0;1;1;0;0;0
2023;9;2023-02-26;[40,50);COMUNA 13;0;1;1;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 13;1;0;0;0;0;0
2023;9;2023-02-26;[60,70);COMUNA 13;1;0;0;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 14;1;0;0;0;0;0
2023;9;2023-02-26;[40,50);COMUNA 14;3;1;1;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 14;0;1;1;0;0;0
2023;9;2023-02-26;[60,70);COMUNA 14;2;3;1;0;0;0
2023;9;2023-02-26;[10,20);COMUNA 15;1;2;1;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 15;1;0;0;0;0;0
2023;9;2023-02-26;[40,50);COMUNA 15;3;1;1;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 15;2;1;1;0;0;0
2023;9;2023-02-26;[60,70);COMUNA 15;2;1;1;0;0;0
2023;9;2023-02-26;[70,80);COMUNA 15;2;0;0;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 2;1;0;0;0;0;0
2023;9;2023-02-26;[0,10);COMUNA 3;1;0;0;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 3;1;1;0;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 3;2;2;2;0;0;0
2023;9;2023-02-26;[0,10);COMUNA 4;1;0;0;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 4;4;2;2;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 4;3;1;0;1;0;0
2023;9;2023-02-26;[40,50);COMUNA 4;7;2;2;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 4;2;1;1;0;0;0
2023;9;2023-02-26;[60,70);COMUNA 4;2;0;0;0;0;0
2023;9;2023-02-26;[70,80);COMUNA 4;2;0;0;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 5;1;1;1;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 5;2;0;0;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 6;0;2;2;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 6;1;0;0;0;0;0
2023;9;2023-02-26;[40,50);COMUNA 6;1;0;0;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 6;2;2;2;0;0;0
2023;9;2023-02-26;[60,70);COMUNA 6;1;0;0;0;0;0
2023;9;2023-02-26;[0,10);COMUNA 7;1;0;0;0;0;0
2023;9;2023-02-26;[10,20);COMUNA 7;2;3;3;0;0;0
2023;9;2023-02-26;[20,30);COMUNA 7;2;3;2;0;0;0
2023;9;2023-02-26;[30,40);COMUNA 7;3;4;2;0;0;0
2023;9;2023-02-26;[40,50);COMUNA 7;0;1;1;0;0;0
2023;9;2023-02-26;[50,60);COMUNA 7;2;2;2;0;0;0
